[4, 0]
[9, 0]
[14, 0]
[19, 0]
[24, 0]
[29, 0]
[34, 0]
[39, 0]
[44, 0]
[49, 0]
[54, 0]
[59, 0]
[64, 0]
[69, 0]
[74, 0]
[79, 0]
[84, 0]
[89, 0]
[94, 0]
[99, 0]
[104, 0]
[109, 0]
[114, 0]
[119, 0]
[124, 0]
[129, 0]
[134, 0]
[139, 0]
[144, 0]
[149, 0]
[154, 0]
[159, 0]
[164, 0]
[169, 0]
[174, 0]
[179, 0]
[184, 0]
[189, 0]
[194, 0]
[199, 0]
[204, 0]
[209, 0]
[214, 0]
[219, 0]
[224, 0]
[229, 0]
[234, 0]
[239, 0]
[244, 0]
[249, 0]
[254, 0]
[259, 0]
[264, 0]
[269, 0]
[274, 0]
[279, 0]
[284, 0]
[289, 0]
[294, 0]
[299, 0]
[304, 0]
[309, 0]
[314, 0]
[319, 0]
[324, 0]
[329, 0]
[334, 0]
[339, 0]
[344, 0]
[349, 0]
[354, 0]
[359, 0]
[364, 0]
[369, 0]
[374, 0]
[379, 0]
[384, 0]
[389, 0]
[394, 0]
[399, 0]
[404, 0]
[409, 0]
[414, 0]
[419, 0]
[424, 0]
[429, 0]
[434, 0]
[439, 0]
[444, 0]
[449, 0]
[454, 0]
[459, 0]
[464, 0]
[469, 0]
[474, 0]
[479, 0]
[484, 0]
[489, 0]
[494, 0]
[499, 0]
[504, 0]
[509, 0]
[514, 0]
[519, 0]
[524, 0]
[529, 0]
[534, 0]
[539, 0]
[544, 0]
[549, 0]
[554, 0]
[559, 0]
[564, 0]
[569, 0]
[574, 0]
[579, 0]
[584, 0]
[589, 0]
[594, 0]
[599, 0]
[604, 0]
[609, 0]
[614, 0]
[619, 0]
[624, 0]
[629, 0]
[634, 0]
[639, 0]
[644, 0]
[649, 0]
[654, 0]
[659, 0]
[664, 0]
[669, 0]
[674, 0]
[679, 0]
[684, 0]
[689, 0]
[694, 0]
[699, 0]
[704, 0]
[709, 0]
[714, 0]
[719, 0]
[724, 0]
[729, 0]
[734, 0]
[739, 0]
[744, 0]
[749, 0]
[754, 0]
[759, 0]
[764, 0]
[769, 0]
[774, 0]
[779, 0]
[784, 0]
[789, 0]
[794, 0]
[799, 0]
[804, 0]
[809, 0]
[814, 0]
[819, 0]
[824, 0]
[829, 0]
[834, 0]
[839, 0]
[844, 0]
[849, 0]
[854, 0]
[859, 0]
[864, 0]
[869, 0]
[874, 0]
[879, 0]
[884, 0]
[889, 0]
[894, 0]
[899, 0]
[904, 0]
[909, 0]
[914, 0]
[919, 0]
[924, 0]
[929, 0]
[934, 0]
[939, 0]
[944, 0]
[949, 0]
[954, 0]
[959, 0]
[964, 0]
[969, 0]
[974, 0]
[979, 0]
[984, 0]
[989, 0]
[994, 0]
[999, 0]
[1004, 0]
[1009, 0]
[1014, 0]
[1019, 0]
[1024, 0]
[1029, 0]
[1034, 0]
[1039, 0]
[1044, 0]
[1049, 0]
[1054, 0]
[1059, 0]
[1064, 0]
[1069, 0]
[1074, 0]
[1079, 0]
[1084, 0]
[1089, 0]
[1094, 0]
[1099, 0]
[1104, 0]
[1109, 0]
[1114, 0]
[1119, 0]
[1124, 0]
[1129, 0]
[1134, 0]
[1139, 0]
[1144, 0]
[1149, 0]
[1154, 0]
[1159, 0]
[1164, 0]
[1169, 0]
[1174, 0]
[1179, 0]
[1184, 0]
[1189, 0]
[1194, 0]
[1199, 0]
[1204, 0]
[1209, 0]
[1214, 0]
[1219, 0]
[1224, 0]
[1229, 0]
[1234, 0]
[1239, 0]
[1244, 0]
[1249, 0]
[1254, 0]
[1259, 0]
[1264, 0]
[1269, 0]
[1274, 0]
[1279, 0]
[1284, 0]
[1289, 0]
[1294, 0]
[1299, 0]
[1304, 0]
[1309, 0]
[1314, 0]
[1319, 0]
[1324, 0]
[1329, 0]
[1334, 0]
[1339, 0]
[1344, 0]
[1349, 0]
[1354, 0]
[1359, 0]
[1364, 0]
[1369, 0]
[1374, 0]
[1379, 0]
[1384, 0]
[1389, 0]
[1394, 0]
[1399, 0]
[1404, 0]
[1409, 0]
[1414, 0]
[1419, 0]
[1424, 0]
[1429, 0]
[1434, 0]
[1439, 0]
[1444, 0]
[1449, 0]
[1454, 0]
[1459, 0]
[1464, 0]
[1469, 0]
[1474, 0]
[1479, 0]
[1484, 0]
[1489, 0]
[1494, 0]
[1499, 0]
[1504, 0]
[1509, 0]
[1514, 0]
[1519, 0]
[1524, 0]
[1529, 0]
[1534, 0]
[1539, 0]
[1544, 0]
[1549, 0]
[1554, 0]
[1559, 0]
[1564, 0]
[1569, 0]
[1574, 0]
[1579, 0]
[1584, 0]
[1589, 0]
[1594, 0]
[1599, 0]
[1604, 0]
[1609, 0]
[1614, 0]
[1619, 0]
[1624, 0]
[1629, 0]
[1634, 0]
[1639, 0]
[1644, 0]
[1649, 0]
[1654, 0]
[1659, 0]
[1664, 0]
[1669, 0]
[1674, 0]
[1679, 0]
[1684, 0]
[1689, 0]
[1694, 0]
[1699, 0]
[1704, 0]
[1709, 0]
[1714, 0]
[1719, 0]
[1724, 0]
[1729, 0]
[1734, 0]
[1739, 0]
[1744, 0]
[1749, 0]
[1754, 0]
[1759, 0]
[1764, 0]
[1769, 0]
[1774, 0]
[1779, 0]
[1784, 0]
[1789, 0]
[1794, 0]
[1799, 0]
[1804, 0]
[1809, 0]
[1814, 0]
[1819, 0]
[1824, 0]
[1829, 0]
[1834, 0]
[1839, 0]
[1844, 0]
[1849, [8, 9, 10, 12, 15, 16, 18, 20, 30, 36, 40, 45, 48, 60]]
[1854, 0]
[1859, 0]
[1864, 0]
[1869, 0]
[1874, 0]
[1879, 0]
[1884, 0]
[1889, 0]
[1894, 0]
[1899, [6, 9, 10, 15, 16, 18, 20, 24, 30, 36, 40, 45, 48, 60]]
[1904, 0]
[1909, 0]
[1914, 0]
[1919, 0]
[1924, 0]
[1929, 0]
[1934, 0]
[1939, 0]
