[1, 0]
[6, 0]
[11, 0]
[16, 0]
[21, 0]
[26, 0]
[31, 0]
[36, 0]
[41, 0]
[46, 0]
[51, 0]
[56, 0]
[61, 0]
[66, 0]
[71, 0]
[76, 0]
[81, 0]
[86, 0]
[91, 0]
[96, 0]
[101, 0]
[106, 0]
[111, 0]
[116, 0]
[121, 0]
[126, 0]
[131, 0]
[136, 0]
[141, 0]
[146, 0]
[151, 0]
[156, 0]
[161, 0]
[166, 0]
[171, 0]
[176, 0]
[181, 0]
[186, 0]
[191, 0]
[196, 0]
[201, 0]
[206, 0]
[211, 0]
[216, 0]
[221, 0]
[226, 0]
[231, 0]
[236, 0]
[241, 0]
[246, 0]
[251, 0]
[256, 0]
[261, 0]
[266, 0]
[271, 0]
[276, 0]
[281, 0]
[286, 0]
[291, 0]
[296, 0]
[301, 0]
[306, 0]
[311, 0]
[316, 0]
[321, 0]
[326, 0]
[331, 0]
[336, 0]
[341, 0]
[346, 0]
[351, 0]
[356, 0]
[361, 0]
[366, 0]
[371, 0]
[376, 0]
[381, 0]
[386, 0]
[391, 0]
[396, 0]
[401, 0]
[406, 0]
[411, 0]
[416, 0]
[421, 0]
[426, 0]
[431, 0]
[436, 0]
[441, 0]
[446, 0]
[451, 0]
[456, 0]
[461, 0]
[466, 0]
[471, 0]
[476, 0]
[481, 0]
[486, 0]
[491, 0]
[496, 0]
[501, 0]
[506, 0]
[511, 0]
[516, 0]
[521, 0]
[526, 0]
[531, 0]
[536, 0]
[541, 0]
[546, 0]
[551, 0]
[556, 0]
[561, 0]
[566, 0]
[571, 0]
[576, 0]
[581, 0]
[586, 0]
[591, 0]
[596, 0]
[601, 0]
[606, 0]
[611, 0]
[616, 0]
[621, 0]
[626, 0]
[631, 0]
[636, 0]
[641, 0]
[646, 0]
[651, 0]
[656, 0]
[661, 0]
[666, 0]
[671, 0]
[676, 0]
[681, 0]
[686, 0]
[691, 0]
[696, 0]
[701, 0]
[706, 0]
[711, 0]
[716, 0]
[721, 0]
[726, 0]
[731, 0]
[736, 0]
[741, 0]
[746, 0]
[751, 0]
[756, 0]
[761, 0]
[766, [6, 7, 8, 9, 10, 12, 14, 15, 18, 24, 28]]
[771, 0]
[776, 0]
[781, 0]
[786, 0]
[791, 0]
[796, 0]
[801, [5, 7, 8, 9, 10, 14, 15, 18, 20, 24, 28]]
[806, 0]
[811, 0]
[816, 0]
[821, 0]
[826, 0]
[831, [5, 6, 8, 9, 10, 15, 18, 20, 21, 24, 28]]
[836, [5, 7, 8, 9, 10, 12, 14, 18, 24, 28, 30]]
[841, [5, 6, 8, 9, 12, 14, 15, 18, 20, 24, 35]]
[846, [4, 7, 9, 10, 12, 14, 15, 18, 20, 28, 30]]
[851, 0]
[856, 0]
[861, [5, 7, 8, 9, 10, 12, 15, 18, 20, 24, 42]]
[866, [5, 6, 7, 10, 12, 14, 15, 18, 20, 28, 36]]
[871, [4, 7, 8, 10, 12, 14, 15, 20, 24, 28, 30]]
[876, [4, 6, 9, 10, 12, 15, 18, 20, 21, 28, 30]]
[881, [4, 7, 8, 9, 12, 14, 18, 20, 24, 28, 30]]
[886, 0]
[891, [4, 7, 8, 10, 12, 14, 15, 18, 24, 28, 36]]
[896, [4, 6, 9, 10, 12, 14, 18, 20, 21, 28, 35]]
[901, [4, 6, 8, 10, 12, 15, 20, 21, 24, 28, 30]]
[906, [5, 6, 8, 9, 10, 15, 16, 18, 20, 24, 48]]
[911, [4, 6, 8, 9, 12, 18, 20, 21, 24, 28, 30]]
[916, [4, 5, 9, 12, 14, 15, 18, 20, 21, 28, 35]]
[921, [4, 6, 8, 9, 14, 15, 18, 21, 24, 28, 35]]
[926, [4, 6, 8, 9, 14, 15, 18, 20, 24, 30, 35]]
[931, [5, 6, 8, 9, 10, 12, 15, 20, 24, 30, 45]]
[936, [4, 7, 8, 9, 12, 14, 15, 18, 28, 30, 40]]
[941, [3, 8, 9, 10, 15, 18, 20, 21, 24, 28, 30]]
[946, [3, 8, 9, 12, 14, 15, 18, 21, 24, 28, 35]]
[951, [3, 8, 9, 12, 14, 15, 18, 20, 24, 30, 35]]
[956, [4, 5, 8, 10, 15, 18, 20, 21, 24, 28, 36]]
[961, [3, 8, 9, 10, 14, 18, 20, 21, 24, 28, 35]]
[966, [4, 5, 8, 12, 14, 15, 18, 20, 24, 35, 36]]
[971, [4, 6, 8, 9, 12, 15, 20, 21, 24, 28, 45]]
[976, [3, 7, 10, 12, 14, 15, 18, 20, 28, 30, 36]]
[981, [4, 5, 8, 10, 14, 15, 21, 24, 28, 30, 35]]
[986, [4, 6, 7, 8, 14, 18, 20, 24, 28, 30, 36]]
[991, [4, 5, 8, 9, 14, 18, 21, 24, 28, 30, 35]]
[996, [4, 6, 7, 9, 12, 18, 20, 21, 28, 30, 42]]
[1001, [4, 5, 8, 9, 15, 18, 20, 21, 28, 30, 40]]
[1006, [3, 6, 9, 14, 15, 18, 20, 21, 28, 30, 35]]
[1011, [3, 7, 8, 12, 14, 18, 20, 24, 28, 30, 36]]
[1016, [3, 8, 9, 10, 14, 15, 18, 21, 28, 35, 40]]
[1021, [3, 8, 9, 10, 12, 18, 20, 21, 24, 35, 42]]
[1026, [3, 6, 10, 12, 14, 18, 20, 21, 28, 35, 36]]
[1031, [3, 6, 8, 14, 15, 20, 21, 24, 28, 30, 35]]
[1036, [3, 7, 9, 12, 14, 15, 18, 20, 30, 35, 42]]
[1041, [3, 6, 8, 12, 18, 20, 21, 24, 28, 30, 36]]
[1046, [3, 5, 12, 14, 15, 18, 20, 21, 28, 35, 36]]
[1051, [3, 6, 8, 14, 15, 18, 21, 24, 28, 35, 36]]
[1056, [3, 6, 8, 14, 15, 18, 20, 24, 30, 35, 36]]
[1061, [3, 6, 9, 12, 14, 18, 21, 24, 28, 35, 40]]
[1066, [3, 6, 9, 12, 14, 18, 20, 24, 30, 35, 40]]
[1071, [3, 7, 8, 10, 14, 20, 21, 24, 28, 35, 42]]
[1076, [3, 5, 9, 15, 18, 20, 21, 24, 28, 30, 40]]
[1081, [3, 6, 9, 14, 15, 16, 18, 20, 30, 35, 48]]
