[3, 0]
[8, 0]
[13, 0]
[18, 0]
[23, 0]
[28, 0]
[33, 0]
[38, 0]
[43, 0]
[48, 0]
[53, 0]
[58, 0]
[63, 0]
[68, 0]
[73, 0]
[78, 0]
[83, 0]
[88, 0]
[93, 0]
[98, 0]
[103, 0]
[108, 0]
[113, 0]
[118, 0]
[123, 0]
[128, 0]
[133, 0]
[138, 0]
[143, 0]
[148, 0]
[153, 0]
[158, 0]
[163, 0]
[168, 0]
[173, 0]
[178, 0]
[183, 0]
[188, 0]
[193, 0]
[198, 0]
[203, 0]
[208, 0]
[213, 0]
[218, 0]
[223, 0]
[228, 0]
[233, 0]
[238, 0]
[243, 0]
[248, 0]
[253, 0]
[258, 0]
[263, 0]
[268, 0]
[273, 0]
[278, 0]
[283, 0]
[288, 0]
[293, 0]
[298, 0]
[303, 0]
[308, 0]
[313, 0]
[318, 0]
[323, 0]
[328, 0]
[333, 0]
[338, 0]
[343, 0]
[348, 0]
[353, 0]
[358, 0]
[363, 0]
[368, 0]
[373, 0]
[378, 0]
[383, 0]
[388, 0]
[393, 0]
[398, 0]
[403, 0]
[408, 0]
[413, 0]
[418, 0]
[423, 0]
[428, 0]
[433, 0]
[438, 0]
[443, 0]
[448, 0]
[453, 0]
[458, 0]
[463, 0]
[468, 0]
[473, 0]
[478, 0]
[483, 0]
[488, 0]
[493, 0]
[498, 0]
[503, 0]
[508, 0]
[513, 0]
[518, 0]
[523, 0]
[528, 0]
[533, 0]
[538, 0]
[543, 0]
[548, 0]
[553, 0]
[558, 0]
[563, 0]
[568, 0]
[573, 0]
[578, 0]
[583, 0]
[588, 0]
[593, 0]
[598, 0]
[603, 0]
[608, 0]
[613, 0]
[618, 0]
[623, 0]
[628, 0]
[633, 0]
[638, 0]
[643, 0]
[648, 0]
[653, 0]
[658, 0]
[663, 0]
[668, 0]
[673, 0]
[678, 0]
[683, 0]
[688, 0]
[693, 0]
[698, 0]
[703, 0]
[708, 0]
[713, 0]
[718, 0]
[723, 0]
[728, 0]
[733, 0]
[738, 0]
[743, 0]
[748, 0]
[753, 0]
[758, 0]
[763, 0]
[768, 0]
[773, 0]
[778, 0]
[783, 0]
[788, 0]
[793, 0]
[798, 0]
[803, 0]
[808, 0]
[813, 0]
[818, 0]
[823, 0]
[828, 0]
[833, 0]
[838, 0]
[843, 0]
[848, 0]
[853, 0]
[858, 0]
[863, 0]
[868, 0]
[873, 0]
[878, 0]
[883, 0]
[888, 0]
[893, 0]
[898, 0]
[903, 0]
[908, 0]
[913, 0]
[918, 0]
[923, 0]
[928, 0]
[933, 0]
[938, 0]
[943, 0]
[948, 0]
[953, 0]
[958, 0]
[963, 0]
[968, 0]
[973, 0]
[978, 0]
[983, 0]
[988, 0]
[993, 0]
[998, 0]
[1003, 0]
[1008, 0]
[1013, 0]
[1018, 0]
[1023, 0]
[1028, 0]
[1033, 0]
[1038, 0]
[1043, 0]
[1048, 0]
[1053, 0]
[1058, 0]
[1063, 0]
[1068, 0]
[1073, 0]
[1078, 0]
[1083, 0]
[1088, 0]
[1093, 0]
[1098, 0]
[1103, 0]
[1108, 0]
[1113, 0]
[1118, 0]
[1123, 0]
[1128, 0]
[1133, 0]
[1138, 0]
[1143, 0]
[1148, 0]
[1153, 0]
[1158, 0]
[1163, 0]
[1168, 0]
[1173, 0]
[1178, 0]
[1183, 0]
[1188, 0]
[1193, 0]
[1198, 0]
[1203, 0]
[1208, 0]
[1213, 0]
[1218, 0]
[1223, 0]
[1228, 0]
[1233, 0]
[1238, 0]
[1243, 0]
[1248, 0]
[1253, 0]
[1258, 0]
[1263, 0]
[1268, 0]
[1273, 0]
[1278, 0]
[1283, 0]
[1288, 0]
[1293, 0]
[1298, 0]
[1303, 0]
[1308, 0]
[1313, 0]
[1318, 0]
[1323, 0]
[1328, 0]
[1333, 0]
[1338, 0]
[1343, 0]
[1348, 0]
[1353, 0]
[1358, 0]
[1363, 0]
[1368, 0]
[1373, 0]
[1378, 0]
[1383, 0]
[1388, 0]
[1393, 0]
[1398, 0]
[1403, 0]
[1408, 0]
[1413, 0]
[1418, 0]
[1423, 0]
[1428, 0]
[1433, 0]
[1438, 0]
[1443, 0]
[1448, 0]
[1453, 0]
[1458, 0]
[1463, 0]
[1468, [8, 9, 10, 12, 15, 16, 18, 20, 24, 30, 36, 45, 48]]
[1473, 0]
[1478, 0]
[1483, 0]
[1488, 0]
[1493, 0]
[1498, [8, 9, 10, 12, 15, 16, 18, 20, 24, 27, 36, 48, 54]]
[1503, 0]
[1508, 0]
[1513, 0]
[1518, 0]
[1523, 0]
[1528, 0]
[1533, 0]
[1538, 0]
[1543, 0]
[1548, 0]
[1553, 0]
[1558, 0]
[1563, 0]
[1568, 0]
[1573, 0]
[1578, 0]
[1583, [6, 9, 10, 12, 16, 18, 20, 24, 30, 36, 40, 45, 48]]
[1588, 0]
[1593, 0]
[1598, 0]
[1603, [5, 9, 12, 15, 16, 18, 20, 24, 30, 36, 40, 45, 48]]
[1608, 0]
[1613, [6, 9, 10, 12, 16, 18, 20, 24, 27, 36, 40, 48, 54]]
[1618, [6, 8, 10, 15, 16, 18, 20, 24, 27, 30, 45, 48, 54]]
[1623, 0]
[1628, 0]
[1633, [5, 9, 12, 15, 16, 18, 20, 24, 27, 36, 40, 48, 54]]
[1638, [6, 9, 10, 12, 15, 18, 20, 24, 30, 36, 40, 45, 60]]
[1643, 0]
[1648, [6, 8, 9, 15, 16, 18, 20, 27, 30, 36, 40, 48, 54]]
[1653, [6, 9, 10, 12, 15, 16, 20, 27, 30, 36, 45, 48, 54]]
[1658, 0]
[1663, 0]
[1668, [6, 9, 10, 12, 15, 18, 20, 24, 27, 36, 40, 54, 60]]
[1673, [5, 9, 10, 15, 16, 18, 24, 27, 30, 36, 40, 48, 54]]
[1678, 0]
[1683, [6, 8, 10, 12, 16, 18, 20, 27, 30, 40, 45, 48, 54]]
[1688, [6, 8, 9, 12, 16, 20, 24, 27, 30, 36, 45, 48, 54]]
[1693, 0]
[1698, 0]
[1703, [5, 8, 12, 15, 16, 18, 20, 27, 30, 40, 45, 48, 54]]
[1708, [6, 9, 10, 12, 15, 16, 18, 24, 36, 40, 45, 48, 60]]
[1713, 0]
[1718, [4, 9, 15, 16, 18, 20, 24, 27, 30, 36, 40, 48, 54]]
[1723, [6, 8, 9, 15, 16, 18, 20, 24, 30, 36, 40, 48, 72]]
[1728, [6, 9, 10, 12, 15, 16, 20, 24, 30, 36, 45, 48, 72]]
[1733, 0]
[1738, [5, 9, 10, 12, 18, 20, 24, 27, 30, 36, 40, 54, 60]]
[1743, [5, 9, 10, 12, 16, 20, 24, 27, 36, 40, 45, 48, 54]]
[1748, [6, 8, 9, 15, 16, 18, 20, 24, 30, 36, 40, 45, 80]]
[1753, [4, 10, 12, 16, 18, 20, 24, 27, 30, 40, 45, 48, 54]]
[1758, [6, 8, 9, 10, 16, 20, 27, 30, 36, 40, 45, 48, 54]]
[1763, 0]
[1768, 0]
[1773, [5, 8, 12, 15, 16, 18, 20, 24, 27, 45, 48, 54, 60]]
[1778, [5, 8, 9, 15, 16, 20, 27, 30, 36, 40, 45, 48, 54]]
[1783, [6, 8, 9, 12, 16, 18, 20, 27, 36, 40, 48, 54, 60]]
[1788, [5, 8, 9, 16, 18, 20, 24, 27, 30, 36, 48, 54, 60]]
[1793, [6, 8, 10, 15, 16, 18, 20, 24, 25, 30, 36, 48, 100]]
[1798, [5, 8, 12, 15, 16, 18, 20, 24, 30, 36, 48, 50, 75]]
[1803, [6, 8, 10, 12, 15, 16, 24, 27, 30, 36, 40, 54, 80]]
[1808, [4, 10, 12, 15, 18, 20, 24, 27, 30, 40, 45, 54, 60]]
[1813, [4, 9, 12, 15, 16, 24, 27, 30, 36, 40, 45, 48, 54]]
[1818, [6, 8, 9, 12, 15, 16, 24, 30, 36, 40, 45, 48, 72]]
[1823, [4, 9, 12, 16, 18, 20, 24, 30, 36, 40, 45, 48, 60]]
[1828, [4, 9, 10, 16, 20, 24, 27, 30, 36, 40, 45, 48, 54]]
[1833, [5, 8, 12, 15, 16, 18, 20, 24, 27, 40, 45, 54, 80]]
[1838, [5, 8, 10, 15, 16, 20, 24, 27, 30, 36, 40, 54, 80]]
[1843, [4, 10, 12, 15, 16, 20, 24, 27, 36, 40, 48, 54, 60]]
[1848, [4, 10, 12, 15, 18, 20, 24, 27, 30, 36, 45, 54, 72]]
[1853, [4, 9, 12, 16, 18, 20, 24, 27, 36, 40, 48, 54, 60]]
[1858, [4, 8, 15, 16, 18, 20, 24, 27, 30, 45, 48, 54, 60]]
[1863, [5, 9, 10, 12, 16, 18, 24, 27, 30, 45, 48, 54, 72]]
[1868, [5, 8, 9, 15, 18, 20, 24, 27, 30, 36, 50, 54, 75]]
[1873, [5, 8, 10, 15, 16, 18, 24, 27, 30, 40, 45, 54, 80]]
[1878, [4, 10, 12, 15, 16, 18, 24, 27, 40, 45, 48, 54, 60]]
[1883, [4, 9, 10, 15, 20, 24, 27, 30, 36, 40, 45, 54, 60]]
[1888, [5, 6, 12, 16, 18, 20, 24, 27, 40, 45, 48, 54, 60]]
[1893, [4, 8, 15, 16, 18, 20, 24, 27, 30, 40, 48, 54, 72]]
[1898, [4, 10, 12, 15, 16, 20, 24, 27, 30, 45, 48, 54, 72]]
[1903, [4, 9, 12, 15, 18, 20, 24, 30, 36, 40, 45, 50, 75]]
[1908, [4, 9, 12, 16, 18, 20, 24, 27, 30, 45, 48, 54, 72]]
[1913, [4, 10, 12, 15, 18, 20, 24, 27, 30, 36, 40, 54, 90]]
[1918, [4, 8, 15, 16, 18, 20, 24, 27, 30, 40, 45, 54, 80]]
[1923, [4, 8, 12, 16, 18, 20, 27, 30, 40, 45, 48, 54, 60]]
[1928, [4, 9, 12, 15, 16, 20, 27, 30, 36, 40, 48, 54, 72]]
[1933, [4, 9, 12, 15, 18, 20, 24, 27, 36, 40, 50, 54, 75]]
[1938, [4, 8, 12, 15, 18, 24, 27, 30, 36, 40, 45, 54, 72]]
[1943, [5, 8, 9, 12, 16, 24, 27, 30, 36, 40, 45, 54, 80]]
[1948, [4, 9, 12, 15, 18, 20, 24, 27, 36, 40, 48, 54, 80]]
[1953, [4, 8, 10, 18, 20, 24, 27, 30, 36, 40, 45, 54, 72]]
[1958, [5, 8, 10, 12, 15, 18, 27, 30, 40, 45, 50, 54, 75]]
[1963, [4, 8, 12, 16, 18, 20, 27, 30, 36, 45, 48, 54, 72]]
[1968, [4, 9, 12, 15, 16, 20, 24, 30, 36, 45, 48, 60, 72]]
[1973, [4, 6, 16, 18, 20, 24, 27, 30, 40, 45, 48, 54, 60]]
[1978, [4, 9, 10, 16, 18, 20, 27, 30, 40, 45, 48, 54, 72]]
[1983, [4, 9, 12, 15, 16, 18, 27, 30, 36, 48, 50, 54, 75]]
[1988, [4, 8, 12, 15, 16, 24, 27, 30, 40, 45, 48, 54, 72]]
[1993, [4, 10, 12, 15, 16, 18, 20, 27, 40, 48, 54, 60, 72]]
[1998, [3, 12, 16, 18, 20, 24, 27, 30, 40, 45, 48, 54, 60]]
[2003, [4, 8, 10, 16, 20, 24, 27, 30, 40, 45, 48, 54, 72]]
[2008, [4, 8, 12, 15, 16, 20, 30, 36, 40, 45, 48, 50, 75]]
[2013, [4, 6, 16, 18, 20, 24, 27, 30, 36, 45, 48, 54, 72]]
